_MEMBER_Var1,_LogP_Var1,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-8.452124349700815,GO:0043009,M1,1,0,GO Biological Processes,19,chordate embryonic development,19_GO:0032502 developmental process,-8.452124349700815,2.2184635921144733,6.71118987462837,30284,658,1307,63,4.8201989288446825,0.5924709808723526,91|94|320|321|655|1050|1051|1376|1627|1906|1956|1969|2260|2263|2624|3276|3280|3516|4088|4242|4435|4846|4851|4853|5155|5156|5745|6422|6598|6926|7048|7075|7157|7289|7779|7942|8531|8543|9394|10413|10522|10524|10653|10672|22846|28514|51176|51294|51339|54345|57142|57493|57662|64321|80790|81565|92521|113026|123920|221395|286204|345630|441478,ACVR1B|ACVRL1|APBA1|APBA2|BMP7|CEBPA|CEBPB|CPT2|DBN1|EDN1|EGFR|EPHA2|FGFR1|FGFR2|GATA2|PRMT1|HES1|RBPJ|SMAD3|MFNG|CITED1|NOS3|NOTCH1|NOTCH2|PDGFB|PDGFRA|PTH1R|SFRP1|SMARCB1|TBX3|TGFBR2|TIE1|TP53|TULP3|SLC30A1|TFEB|YBX3|LMO4|HS6ST1|YAP1|DEAF1|KAT5|SPINT2|GNA13|VASH1|DLL1|LEF1|PCDH12|DACT1|SOX18|RTN4|HEG1|CAMSAP3|SOX17|CMIP|NDEL1|SPECC1|PLCD3|CMTM3|ADGRF5|CRB2|FBLL1|NRARP,-6.2063132865640895,0,1,0,0,-21.787149556998052,6.516736801836266,
1,-7.99615186695662,GO:0001570,M1,1,0,GO Biological Processes,19,vasculogenesis,19_GO:0032502 developmental process,-7.99615186695662,5.395897747639161,7.986141357578413,30284,73,1307,17,1.3006885998469777,0.31340500983868486,1969|3791|4435|4851|7048|7075|7137|7476|8322|10413|25976|54345|54922|57007|57142|57493|64321,EPHA2|KDR|CITED1|NOTCH1|TGFBR2|TIE1|TNNI3|WNT7A|FZD4|YAP1|TIPARP|SOX18|RASIP1|ACKR3|RTN4|HEG1|SOX17,-5.821271974442095,0,1,0,0,-21.787149556998052,6.516736801836266,
1,-7.168766948783971,GO:0061138,M1,1,0,GO Biological Processes,19,morphogenesis of a branching epithelium,19_GO:0032502 developmental process,-7.168766948783971,3.448008889860458,6.757398310725636,30284,168,1307,25,1.9127773527161438,0.37887908820846267,655|1435|1906|1969|2246|2260|2263|3791|3911|4435|4851|4855|5371|6422|6926|7048|7075|10413|10653|10672|23129|51176|54567|54922|441478,BMP7|CSF1|EDN1|EPHA2|FGF1|FGFR1|FGFR2|KDR|LAMA5|CITED1|NOTCH1|NOTCH4|PML|SFRP1|TBX3|TGFBR2|TIE1|YAP1|SPINT2|GNA13|PLXND1|LEF1|DLL4|RASIP1|NRARP,-5.119568811847528,0,1,0,0,-21.787149556998052,6.516736801836266,
1,-6.868411253381676,GO:0048754,M1,1,0,GO Biological Processes,19,branching morphogenesis of an epithelial tube,19_GO:0032502 developmental process,-6.868411253381676,3.667292332927843,6.693925958161957,30284,139,1307,22,1.6832440703902065,0.3558357044163828,655|1435|1906|1969|2246|2263|3791|3911|4435|4851|4855|5371|6926|7048|7075|10413|10672|23129|51176|54567|54922|441478,BMP7|CSF1|EDN1|EPHA2|FGF1|FGFR2|KDR|LAMA5|CITED1|NOTCH1|NOTCH4|PML|TBX3|TGFBR2|TIE1|YAP1|GNA13|PLXND1|LEF1|DLL4|RASIP1|NRARP,-4.869622619922833,0,1,0,0,-21.787149556998052,6.516736801836266,
1,-6.624712066135109,GO:0001763,M1,1,0,GO Biological Processes,19,morphogenesis of a branching structure,19_GO:0032502 developmental process,-6.624712066135109,3.2361200753997594,6.372544135429342,30284,179,1307,25,1.9127773527161438,0.37887908820846267,655|1435|1906|1969|2246|2260|2263|3791|3911|4435|4851|4855|5371|6422|6926|7048|7075|10413|10653|10672|23129|51176|54567|54922|441478,BMP7|CSF1|EDN1|EPHA2|FGF1|FGFR1|FGFR2|KDR|LAMA5|CITED1|NOTCH1|NOTCH4|PML|SFRP1|TBX3|TGFBR2|TIE1|YAP1|SPINT2|GNA13|PLXND1|LEF1|DLL4|RASIP1|NRARP,-4.654695175246291,0,1,0,0,-21.787149556998052,6.516736801836266,
1,-5.239324818360606,GO:0001569,M1,1,0,GO Biological Processes,19,branching involved in blood vessel morphogenesis,19_GO:0032502 developmental process,-5.239324818360606,6.516736801836266,6.631178822458194,30284,32,1307,9,0.6885998469778117,0.22874163423441088,1906|3791|4855|7048|10672|23129|51176|54567|441478,EDN1|KDR|NOTCH4|TGFBR2|GNA13|PLXND1|LEF1|DLL4|NRARP,-3.4955882918872185,0,1,0,0,-21.787149556998052,6.516736801836266,
1,-19.561130654202746,GO:0031175,M1,1,0,GO Biological Processes,19,neuron projection development,19_GO:0032502 developmental process,-19.561130654202746,2.9407620590341246,11.169629616705912,30284,717,1307,91,6.962509563886764,0.70400233932361,107|135|322|605|655|658|1020|1436|1742|1906|1944|1945|1949|1956|2064|2260|2263|2596|3276|3280|3897|3925|4131|4135|4137|4692|4753|4756|4761|4851|4853|5127|5354|5364|5532|5662|5864|5881|5925|6446|7101|7345|7476|7846|8543|8578|8826|8936|8941|9334|9423|9637|9638|10084|10298|10381|10458|10678|11075|22911|23022|23111|23154|25861|26047|27319|28988|51324|51412|51466|51560|54437|54538|56896|56920|57142|57662|57698|57715|81551|81565|84446|90249|114787|115557|118813|146760|201191|219699|374946|374969,ADCY1|ADORA2A|APBB1|BCL7A|BMP7|BMPR1B|CDK5|CSF1R|DLG4|EDN1|EFNA3|EFNA4|EFNB3|EGFR|ERBB2|FGFR1|FGFR2|GAP43|PRMT1|HES1|L1CAM|STMN1|MAP1B|MAP6|MAPT|NDN|NELL2|NEO1|NEUROD2|NOTCH1|NOTCH2|CDK16|PLP1|PLXNB1|PPP3CB|PSD|RAB3A|RAC3|RB1|SGK1|NR2E1|UCHL1|WNT7A|TUBA1A|LMO4|SCARF1|IQGAP1|WASF1|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|PQBP1|PAK4|TUBB3|BAIAP2|B3GNT2|STMN2|WDR47|PALLD|SPART|NCDN|WHRN|CNTNAP2|BHLHE22|DBNL|SPG21|ACTL6B|EVL|RAB6B|SEMA5B|ROBO4|DPYSL5|SEMA3G|RTN4|CAMSAP3|SHTN1|SEMA4G|STMN4|NDEL1|BRSK1|UNC5A|GPRIN1|ARHGEF25|ZFYVE27|RTN4RL1|SAMD14|UNC5B|DRAXIN|SVBP,-15.93990807877719,0,2,1,1,-19.561130654202746,3.455267855944375,
1,-18.41679205958028,GO:0000902,M1,1,0,GO Biological Processes,19,cell morphogenesis,19_GO:0032502 developmental process,-18.41679205958028,2.8881225738071965,10.780990527477758,30284,706,1307,88,6.732976281560826,0.69315411769008,107|135|322|604|605|655|658|1004|1020|1436|1742|1906|1944|1945|1949|1956|1969|2064|2263|2355|2596|3280|3897|3925|4131|4135|4208|4650|4692|4753|4756|4774|4851|4853|4855|5364|5532|5864|5881|5925|6446|6688|6760|6781|7101|7345|7476|7846|8543|8826|8936|8941|9334|9423|9637|9638|10381|10413|10458|10653|10678|22911|23022|23111|25861|26047|26084|28988|51092|51176|51225|51324|51466|54437|54538|56896|56920|57493|57698|57715|64321|81565|84446|90249|115557|128637|219699|374946,ADCY1|ADORA2A|APBB1|BCL6|BCL7A|BMP7|BMPR1B|CDH6|CDK5|CSF1R|DLG4|EDN1|EFNA3|EFNA4|EFNB3|EGFR|EPHA2|ERBB2|FGFR2|FOSL2|GAP43|HES1|L1CAM|STMN1|MAP1B|MAP6|MEF2C|MYO9B|NDN|NELL2|NEO1|NFIA|NOTCH1|NOTCH2|NOTCH4|PLXNB1|PPP3CB|RAB3A|RAC3|RB1|SGK1|SPI1|SS18|STC1|NR2E1|UCHL1|WNT7A|TUBA1A|LMO4|IQGAP1|WASF1|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|YAP1|BAIAP2|SPINT2|B3GNT2|WDR47|PALLD|SPART|WHRN|CNTNAP2|ARHGEF26|DBNL|SIDT2|LEF1|ABI3|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|HEG1|SHTN1|SEMA4G|SOX17|NDEL1|BRSK1|UNC5A|ARHGEF25|TBC1D20|UNC5B|DRAXIN,-14.922657351295577,0,2,0,0,-19.561130654202746,3.455267855944375,
1,-15.270838415877838,GO:0048858,M1,1,0,GO Biological Processes,19,cell projection morphogenesis,19_GO:0032502 developmental process,-15.270838415877838,3.0439833775897505,9.886769003802723,30284,510,1307,67,5.1262433052792655,0.6100070616214273,107|135|322|605|655|658|1020|1436|1742|1906|1944|1945|1949|1956|2064|2263|2596|3897|3925|4131|4135|4650|4692|4753|4756|4851|4853|5364|5532|5864|5881|6446|7101|7345|7476|7846|8543|8826|8936|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|26047|28988|51225|51324|51466|54437|54538|56896|56920|57698|57715|81565|84446|90249|115557|219699|374946,ADCY1|ADORA2A|APBB1|BCL7A|BMP7|BMPR1B|CDK5|CSF1R|DLG4|EDN1|EFNA3|EFNA4|EFNB3|EGFR|ERBB2|FGFR2|GAP43|L1CAM|STMN1|MAP1B|MAP6|MYO9B|NDN|NELL2|NEO1|NOTCH1|NOTCH2|PLXNB1|PPP3CB|RAB3A|RAC3|SGK1|NR2E1|UCHL1|WNT7A|TUBA1A|LMO4|IQGAP1|WASF1|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|CNTNAP2|DBNL|ABI3|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|UNC5B|DRAXIN,-12.057653253503936,0,2,0,0,-19.561130654202746,3.455267855944375,
1,-15.07925798583696,GO:0061564,M1,1,0,GO Biological Processes,19,axon development,19_GO:0032502 developmental process,-15.07925798583696,3.2558247878026627,9.970266103274945,30284,427,1307,60,4.590665646518746,0.5788892310550284,107|322|655|658|1020|1436|1906|1944|1945|1949|2064|2263|2596|3897|3925|4131|4137|4692|4753|4756|4761|4851|4853|5354|5532|5864|5881|7101|7345|7476|8543|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|27319|51324|51466|54437|54538|56896|56920|57142|57698|57715|81565|84446|90249|115557|146760|219699|374946|374969,ADCY1|APBB1|BMP7|BMPR1B|CDK5|CSF1R|EDN1|EFNA3|EFNA4|EFNB3|ERBB2|FGFR2|GAP43|L1CAM|STMN1|MAP1B|MAPT|NDN|NELL2|NEO1|NEUROD2|NOTCH1|NOTCH2|PLP1|PPP3CB|RAB3A|RAC3|NR2E1|UCHL1|WNT7A|LMO4|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|BHLHE22|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|RTN4|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|RTN4RL1|UNC5B|DRAXIN|SVBP,-11.944145220193924,0,2,0,0,-19.561130654202746,3.455267855944375,
1,-15.024854879635425,GO:0120039,M1,1,0,GO Biological Processes,19,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-15.024854879635425,3.0402801249123463,9.799742965697172,30284,503,1307,66,5.049732211170619,0.6056817348846338,107|135|322|605|655|658|1020|1436|1742|1906|1944|1945|1949|1956|2064|2263|2596|3897|3925|4131|4135|4650|4692|4753|4756|4851|4853|5364|5532|5864|5881|6446|7101|7345|7476|7846|8543|8826|8936|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|26047|28988|51324|51466|54437|54538|56896|56920|57698|57715|81565|84446|90249|115557|219699|374946,ADCY1|ADORA2A|APBB1|BCL7A|BMP7|BMPR1B|CDK5|CSF1R|DLG4|EDN1|EFNA3|EFNA4|EFNB3|EGFR|ERBB2|FGFR2|GAP43|L1CAM|STMN1|MAP1B|MAP6|MYO9B|NDN|NELL2|NEO1|NOTCH1|NOTCH2|PLXNB1|PPP3CB|RAB3A|RAC3|SGK1|NR2E1|UCHL1|WNT7A|TUBA1A|LMO4|IQGAP1|WASF1|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|CNTNAP2|DBNL|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|UNC5B|DRAXIN,-11.916071052714738,0,2,0,0,-19.561130654202746,3.455267855944375,
